niche_id,niche_name,domain_name,area_name,description,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
diagnostics_clinical_ai__underserved_imaging,Imaging AI for underserved modalities,Healthcare & Medicine,Diagnostics & clinical decision AI,"Regulated (510(k)) AI diagnostics for modalities radiology-AI incumbents ignore: point-of-care ultrasound, echo, dental radiographs, MSK, dermoscopy. Seed niche",4.54,4,8,5,2,7,6,4,0.6,3.8,500,Training-data trade,"Foundation vision models (2024-25) cut per-modality training data needs ~10x, making previously uneconomic modalities viable — but FDA pathway timelines haven't"
applied_robots__precision_weeding,Precision weeding and field-crop robots,Robotics & Physical AI,Applied robotics (non-humanoid),"Autonomous laser/mechanical weeding and targeted-spray robots for specialty and row crops, replacing hand-weeding crews and blanket herbicide.",4.54,6,7,4,2,6,6,4,0.5,15,500,Robotics foundation models,"Farm labor scarcity plus herbicide resistance keep intensifying, and Carbon's LaserWeeder G2 traction (2025-26) proves growers pay — but the enabling tech dates"
marketing_creative_ops__performance_creative_factory,Performance-creative factory with feedback loops,"Sales, Marketing & Support","Marketing, content & brand ops","Volume generation of ad creative (statics, UGC-style video) wired to ad-account performance data so winning angles are auto-iterated. The classic seed niche — n",4.49,8,5,2,7,3,2,3,0.6,50,10,,Enabled by 2023-24 image/video models; window largely consumed — Reforged Labs (YC-backed AI ad creative) shut down Aug 2026 saying 'the gap we were selling int
patient_access__trial_recruitment_agents,Clinical-trial recruitment and pre-screen agents,Healthcare & Medicine,Patient access & engagement,AI agents that mine EHR/referral data and run multilingual outreach + eligibility pre-screening calls to fill trial cohorts for sites and mid-size sponsors.,4.49,4,6,4,4,5,7,5,0.55,3,50,,"LLMs matching free-text EHR to inclusion/exclusion criteria became reliable ~2024-25, and FDA diversity-action-plan pressure raises recruitment urgency."
mental_behavioral__clinician_prescribed_companions,Clinician-prescribed between-session support agents,Healthcare & Medicine,Mental & behavioral health,"A support agent a licensed therapist assigns to clients between sessions — skills practice, homework, mood tracking, crisis-aware escalation back to the clinici",4.49,4,8,3,5,4,5,6,0.5,3.5,25,Long-horizon agents,"2025 state laws restricting unsupervised AI therapy (Illinois WOPR Act Aug 2025, Utah chatbot rules — unverified this pass) pushed the field toward the clinicia"
govtech__court_records_ai,AI court record and clerk automation,"Defense, Space & Government",Government services & govtech,"AI transcription, hearing summarization, and clerk-workflow automation for state and local courts facing a structural court-reporter shortage.",4.49,4,6,4,4,5,7,5,0.45,3,25,Voice crossed threshold; Labor shortages,Speech models crossed courtroom-grade multi-speaker accuracy in 2024-25 exactly as the court-reporter pipeline collapsed (applicant declines up to 85% in some s
finetuning_specialization__agent_distillation_costcut,Agent workload distillation for token cost cuts,Models & Compute,Fine-tuning & model specialization,"Managed pipeline that captures a company's frontier-model agent traffic, distills the hot paths onto cheap open models (DeepSeek-class), and continuously valida",4.44,3,7,4,7,4,3,5,0.5,1.5,20,Inference price collapse,"DeepSeek V4 Flash at $0.14/$0.28 per Mtok (Apr 2026, permanent cut May 2026) made near-frontier distillation targets ~10-50x cheaper, just as agent-heavy teams "
translation_communication__creator_dubbing_ops,Dubbing ops layer for creators and SMB media,Voice & Communication,Translation & cross-language communication,"End-to-end localization pipeline (translate, dub, QA, lip-check, upload) for YouTube creators, course sellers, and SMB studios, orchestrating commodity voice mo",4.44,3,7,3,8,3,4,5,0.6,3,15,Voice crossed threshold,"YouTube opened dubbed-audio uploads to all creators (Sep 2025) while voice-model cost collapsed (Qwen3-TTS open-sourced Jan 2026), making per-video localization"
b2a_agent_economy__multiprotocol_agent_checkout,Multi-protocol agent checkout gateway for merchants,AI-Native Business Models,B2A & the agent economy,"One merchant-side API that accepts agent-initiated purchases across every competing rail — AP2, Visa TAP, Mastercard Agent Pay, Stripe MPP, UCP and x402 — norma",4.42,3,9,3,5,4,7,8,0.6,1.5,60,Agent payment rails,"More than ten agent payment protocols launched between Oct 2025 and Apr 2026 and none of them interoperate (Custena protocol survey, Apr 21 2026), while Amex AC"
education__enrollment_advising_agents,Enrollment and advising agents for colleges,Industry Verticals (Built World & Commerce),Education & training institutions,"AI agents that handle admissions inquiry-to-enrollment follow-up, financial-aid form shepherding, and proactive academic advising outreach for tuition-dependent",4.39,5,5,4,4,5,6,4,0.45,8,40,,"The long-forecast US demographic enrollment cliff began hitting in 2025-26, forcing tuition-dependent colleges to cut staff while competing harder for each appl"
agent_memory_context__personal_memory_portability,Cross-app personal memory and portability broker,Agent Infrastructure,Memory & context infrastructure,"A user-owned memory vault that captures preferences and history once and injects it into ChatGPT, Claude, Gemini, and third-party agents, including export/migra",4.34,2,7,4,8,4,2,5,0.4,0.3,8,MCP standardization,"ChatGPT and Claude both shipped native memory in 2025, creating lock-in anxiety, and the Universal Memory Protocol (Jun 2026) plus stateless MCP give a standard"
drones_aerial__counter_uas_facilities,Counter-drone detection for civilian facilities,Robotics & Physical AI,Drones & aerial autonomy,"Drone detection and airspace-awareness (RF/acoustic sensing plus alerting software) sold as a service to stadiums, prisons, airports, data centers, and utilitie",4.34,5,8,3,3,5,5,5,0.6,4.5,60,,2025-26 European airport drone incursions and rising US airport sightings pushed C-UAS from defense-only to civilian facility budgets; US private-mitigation aut
tool_integration__enterprise_mcp_gateway,Managed enterprise MCP gateway,Agent Infrastructure,Tool integration & MCP ecosystem,"A governed choke point between enterprise agents and internal/external MCP servers: SSO-scoped auth, credential injection so agents never hold secrets, allowlis",4.29,4,8,2,4,5,7,4,0.6,3,30,MCP standardization,"Enterprise MCP adoption went mainstream 2025-26 (Salesforce routing 4.5M MCP calls by May 2026), but the gateway category formed in 2025 and incumbents (Kong, C"
drug_discovery__antibody_design_services,Open-model antibody/protein design services,Science & Biotech,Drug discovery & development,"Design-as-a-service and hosted inference for antibody/binder design built on open structure-prediction and generative models, sold to academic labs and small bi",4.29,5,7,3,4,4,6,4,0.6,5.1,60,,"Open-weight design models (Boltz, Chai-1/2 era, 2024-25) commoditized capability, but the services window is already heavily consumed by funded players."
defense_ai__cuas_airspace_software,Counter-UAS airspace awareness software,"Defense, Space & Government",Defense & national security AI,"Sensor-agnostic drone detection/tracking and airspace-incident software for critical infrastructure, stadiums, and bases — the software layer fusing off-the-she",4.29,3,9,4,3,5,6,5,0.6,2.47,60,,Surge in airspace incursions at European airports/bases 2025-2026 plus NATO's 1.5%-of-GDP infrastructure/civil-preparedness bucket created civilian C-UAS budget
clinical_documentation__vet_scribe,Veterinary ambient scribe and records automation,Healthcare & Medicine,Clinical documentation & scribing,"AI scribe generating SOAP notes, client comms, and PIMS entries for veterinary clinics.",4.19,3,6,2,8,3,6,3,0.6,1.5,15,,Enabled by 2023-era ASR+LLMs; by 2026 the category has multiple funded players and a free-tier price war — the window is mostly consumed.
agent_reliability__core_llm_observability,Horizontal LLM/agent observability and evals platform,Agent Infrastructure,"Agent observability, evals & reliability","General-purpose tracing, evals, and monitoring for LLM apps and agents (the LangSmith/Braintrust category). Included for honesty: this is the area's center of g",4.14,3,9,1,6,4,5,3,0.6,2,10,,"Enabled by 2023-era LLM tracing needs; the 2026 signal is consolidation (Datadog bundling, Braintrust Series B), i.e. the window is mostly consumed."
fraud_identity__realtime_deepfake_call_defense,Real-time deepfake defense for calls and meetings,"Security, Fraud & Trust","Fraud, deepfakes & identity","Real-time voice/video deepfake and liveness detection embedded in contact centers and enterprise meetings (agent-assist alerts, caller risk scores, meeting-part",4.14,4,8,3,4,5,3,5,0.5,3.0,40,Voice crossed threshold; Deepfake/trust crisis,"Enterprise deepfake attacks became routine (Gartner-cited 62% of orgs attacked in 12 months; Pindrop shipped Zoom Contact Center detection Mar 2026), but the ca"
defense_ai__isr_analysis_automation,ISR imagery and signals analysis automation,"Defense, Space & Government",Defense & national security AI,AI that triages satellite/drone imagery and multi-INT feeds into analyst-ready detections and reports for defense and intelligence customers.,4.14,5,8,2,2,6,7,3,0.55,6,150,,"Vision-language models made multi-sensor triage buildable circa 2023-2024, but the window has been consumed by Maven-scale incumbents and a wave of funded start"
agriculture_food__agronomy_advisory_agents,AI agronomist copilots for input retailers,Industry Verticals (Built World & Commerce),Agriculture & food supply,"Field-level advisory agents (scouting write-ups, tank-mix and label checks, variable-rate recommendations, trial-data Q&A) sold to ag-retail agronomists and ind",4.14,4,5,4,5,4,6,3,0.5,3,15,,"General ag-advice chat was enabled by 2023-era LLMs (FBN's Norm shipped April 2023 on ChatGPT), so the generic window is consumed; what's newly open is label/ta"
gaming_3d__npc_director_runtime,Persistent NPC memory and AI director runtime,Creative & Entertainment,Gaming & 3D worlds,"A middleware runtime giving NPCs durable memory, goals and world-state awareness with hard latency and per-session cost ceilings, plus a designer-facing authori",4.12,2,7,5,5,6,5,5,0.5,0.5,60,,On-device and small-model inference finally brought per-session NPC cost and latency into console/mobile budgets (Artificial Agency's Mar 2026 memory/multiplaye
retrieval_context_data__web_data_apis_agents,Web data & search APIs for agents,"Data, Evals & AI Quality","Retrieval, RAG & data pipelines for AI","APIs that give AI agents clean, structured, token-efficient access to live web content — search, crawl, extract — sold usage-based to agent builders.",4.04,3,8,2,6,4,4,4,0.7,1.6,15,,"Agent traffic to the web exploded 2024-2026, but the generic layer is claimed — remaining entry is specialized indexes (dated: Firecrawl Developer Index, Aug 20"
drones_aerial__medical_industrial_delivery,Medical and industrial drone delivery networks,Robotics & Physical AI,Drones & aerial autonomy,"Autonomous drone delivery of high-urgency, high-value payloads (labs, pharmacy, critical spare parts) between fixed sites, following Zipline/Wing's model in und",4.04,3,8,3,2,7,5,5,0.55,1.5,500,,Part 108 BVLOS finalization (~2026) removes the waiver bottleneck that kept delivery subscale in the US
