niche_id,niche_name,domain_name,area_name,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
lab_automation__hypothesis_agents,產業研發的假說篩選代理,科學與生技,實驗室自動化與 AI 科學家,4.69,5,7,3,7,4,4,4,0.55,6.0,15,AI 科學家登場,在 2026 年的盲測評比中，Fable 5 等級模型提出的新穎分子生物學假說約有 80% 勝過先前模型而被偏好，首次讓第一線科學家覺得機器產生的假說可信。
retail_hospitality__indie_hotel_ops_agent,獨立旅館的櫃檯與語音 AI,垂直產業（建築與商業）,零售、餐飲與旅宿,4.69,5,5,3,6,4,7,5,0.5,10,30,語音跨過可用門檻; 人口高齡化,100ms 以下的對話語音（例如 Tavus Sparrow-1 於 2026 年 1 月 GA，依 f1 參考資料中位延遲 55ms）終於讓電話等級的旅館 AI 有真人感，但 Canary 已把 AI 套件賣進 2 萬
education__teacher_workload_copilots,教師批改與備課輔助工具,垂直產業（建築與商業）,教育與培訓機構,4.69,6,6,2,8,3,5,3,0.6,15,5,,由 2023 年世代的大型語言模型驅動；但窗口大致已被吃掉——Brisk 與 MagicSchool 在 2025-26 年已觸及數百萬名教師，平台廠商現在更免費綑綁同等功能。
video_production__amateur_sports_autoprod,業餘運動的純軟體自動轉播,創意與娛樂,影片生成與製作,4.67,4,6,4,6,6,7,5,0.6,2.5,50,,既有業者（Pixellot、Veo）靠安裝攝影機變現，但 2024-2025 年的視覺模型已讓從單一便宜廣角訊號做虛擬攝影師裁切變得夠好，把軟體與
agent_memory_context__benchmarked_memory_api,附召回 SLA 的可攜式代理記憶 API,AI 代理基礎設施,記憶與脈絡基礎設施,4.64,3,9,3,7,5,3,5,0.4,1.0,15,,代理框架在 2024-25 年產品化，卻沒出現記憶層的贏家 — 到 2026 年中，這個領域仍被形容為「沒有贏家的家庭手工業」（f1 Shift 3），但前沿模型的原生記憶（Fable 5 以檔案為基礎
voice_platforms__voice_agent_qa_observability,語音代理 QA、模擬與可觀測性,語音與通訊,語音代理平台與設施,4.64,2,8,3,8,5,5,4,0.5,0.5,15,語音跨過可用門檻,語音代理在 2024-25 年達到正式上線規模（Bland/Vapi/Retell），創造出 QA 需求——但 Coval 在 2026 年 2 月前後拿下 $28M A 輪，顯示這個窗口已被消耗得差不多了。
consumer_health__records_second_opinion_agent,自有病歷第二意見與看診準備,消費者 AI,個人健康與教練,4.62,5,7,4,7,5,3,5,0.5,8,25,,病人取用的 FHIR API 與消費性健康紀錄彙整在 2024-2025 年間成熟，前沿模型也在 2026 年中跨過臨床推理與驗證門檻，但通用助理
legacy_modernization__mainframe_migration_factory,中型市場 COBOL 固定價遷移工廠,軟體開發與開發者工具,老舊系統現代化,4.59,5,6,3,3,6,7,6,0.6,8.4,40,軟體開發成本降十倍,前沿程式碼代理在 2025-26 年跨過數百萬行的門檻（Stripe 的 50M 行遷移「從數月壓縮到數天」，2026 年 6 月），同時 COBOL 程式設計師的退休潮加速。
legacy_modernization__db_migration_verified,驗證式資料庫與預存程序遷移,軟體開發與開發者工具,老舊系統現代化,4.59,4,6,4,5,5,7,4,0.5,4,25,,LLM 的 SQL 翻譯約在 2023-24 年變得可靠，但超大規模雲端業者推出了免費轉換工具，因此剩下的空缺是對棘手 PL/SQL 商業邏輯進行驗證等級的遷移，這塊仍然服務薄弱，特別是在
finetuning_specialization__vertical_rl_environments,垂直產業 RL 環境與獎勵工程,模型與運算,微調與模型特化,4.59,4,9,3,5,4,5,6,0.6,4,30,,RL 環境的採購浪潮自 2025 年 9 月啟動（實驗室尋找第三方環境供應商），到 2026 年中仍在加速（Prime Intellect 2026 年 7 月募得 $130M；Prime 的平台已有 365k+ 個環境
synthetic_data__rl_environments_vertical,AI 代理訓練用垂直 RL 環境,資料、評測與 AI 品質,合成資料與模擬,4.59,4,9,3,6,4,3,6,0.65,4.0,30,,前沿實驗室在 2025 年為第三方 RL 環境開出全新的九位數預算科目（a16z：「所有大實驗室都在內部建 RL 環境」並在尋找供應商，2025 年 9 月）。
hr_workforce_ops__leave_accommodations,留職停薪與職務調整自動化,人才、人資與工作,人資作業與人力管理,4.59,3,7,4,6,5,6,4,0.5,2,15,,各州帶薪家庭假方案持續上路（DE、ME、MN、MD 於 2026-27 年生效），使中型市場人資團隊必須管理的法遵矩陣倍增；Cocoon 於 2026 年被 TriNet 收購，顯示
materials_climate_sci__ai_weather_energy,能源交易與公用事業的 AI 天氣預報,科學與生技,材料、化學與地球科學,4.59,4,7,3,6,4,6,5,0.55,2.5,25,,開放權重 AI 預報模型（GraphCast 2023、GenCast/Aurora 2024-25）讓 2 人團隊也能微調出接近 ECMWF 品質的預報，同時資料中心帶動的電網波動（2023 年 176 TWh 到 3
drones_aerial__ag_spray_drone_services,農業噴灑無人機服務與維運軟體,機器人與實體 AI,無人機與空中自主,4.59,4,7,6,5,3,5,5,0.4,3.0,50,關稅與生產回流,2024-25 年 FAA 的群飛／Part 137 豁免，加上單價低於 $30k 的中國製重載噴灑無人機，讓自有自營的噴灑生意具備經濟效益；針對 DJI 可能的關稅／FCC 限制則是雙面刃
video_production__ai_dubbing_ops,片庫業主的 AI 配音代營運,創意與娛樂,影片生成與製作,4.57,5,7,3,7,5,5,4,0.65,8,30,語音跨過可用門檻,Slator 2025 年的「內容轉換」分析顯示，翻譯正在變成一項功能（AI 配音已內建於 Adobe Premiere Pro），使每分鐘成本崩落，因此以往不符經濟效益的片庫配音
edge_chips_infra__facility_safety_camera_bundles,廠區攝影機加 AI 安全組合包,AI 硬體與裝置,邊緣 AI 晶片與運算硬體,4.57,5,7,3,6,5,7,4,0.55,6.0,45,,技術上大約 2020 年起就做得出來，資金也早已投入；2026 年唯一的更新是 VLM 讓新的危害規則只要用一句話寫出、不必再訓練，降低了每個據點的設定
agent_orchestration__durable_agent_runtime,可持久長時執行的代理執行環境,AI 代理基礎設施,代理編排與多代理系統,4.54,4,9,2,4,6,7,4,0.6,2.5,30,AI 科學家登場; 長時程代理成熟,長時程代理產品（Cowork 2026 年 1 月、Opus 5 監控代理 2026 年 7 月）讓週級持久性成為必要條件，但在位者動作很快——Temporal 於 2026 年 8 月 20 日推出 Agent Har
agent_hosting__secure_code_sandboxes,AI 代理程式碼執行的安全沙箱,AI 代理基礎設施,代理部署與託管,4.54,3,9,2,6,4,9,3,0.5,1,30,軟體開發成本降十倍,由 2023-24 年的程式碼代理帶動；這個品類已存在 3 年以上，既有拿到資金的領先者，也被超大規模雲端業者包進產品——通用型的時間窗大致已被吃掉。
enterprise_knowledge__ma_diligence_ai,AI 原生併購盡職調查工作台,搜尋、知識與研究,企業搜尋與知識管理,4.54,6,6,3,4,5,6,4,0.55,15,30,,由 2023-24 年長脈絡模型帶動，且時間窗大致已被吃掉——Hebbia 在 2024 年中募得 $130M B 輪，既有業者也已推出 AI；剩下的空缺是服務不足的中型市場／搜尋型基金交易
diagnostics_clinical_ai__underserved_imaging,冷門影像模態的醫療影像 AI,醫療與健康照護,診斷與臨床決策 AI,4.54,4,8,5,2,7,6,4,0.6,3.8,500,訓練資料交易市場,基礎視覺模型（2024-25）把每個模態所需的訓練資料量降低約 10 倍，讓過去不符經濟效益的模態變得可行 — 但 FDA 審查路徑的時程並未縮短。
applied_robots__precision_weeding,精準除草與大田作物機器人,機器人與實體 AI,應用機器人（非人形）,4.54,6,7,4,2,6,6,4,0.5,15,500,機器人基礎模型問世,農業缺工加上除草劑抗藥性持續加劇，Carbon 的 LaserWeeder G2 在 2025-26 年的市場拉力證明農民願意付錢——但支撐技術可追溯到約 2021 年，時間窗正在被消
marketing_creative_ops__performance_creative_factory,帶回饋迴路的成效廣告創意工廠,銷售、行銷與客服,行銷、內容與品牌維運,4.49,8,5,2,7,3,2,3,0.6,50,10,,由 2023-24 年的圖像／影片模型開啟；機會窗口大致已被消化——Reforged Labs（YC 投資的 AI 廣告創意公司）於 2026 年 8 月結束營運，表示「我們原本銷售的那個缺口正在關閉」，Icon 也重新
patient_access__trial_recruitment_agents,臨床試驗招募與預篩代理,醫療與健康照護,病患接觸與互動,4.49,4,6,4,4,5,7,5,0.55,3,50,,LLM 把自由文本 EHR 對照納入／排除條件的能力約在 2024-25 年變得可靠，而 FDA 多元性行動計畫的壓力也提高了招募急迫性。
mental_behavioral__clinician_prescribed_companions,醫囑式會談間支援代理,醫療與健康照護,心理與行為健康,4.49,4,8,3,5,4,5,6,0.5,3.5,25,長時程代理成熟,2025 年限制無人監督 AI 治療的州法（伊利諾州 WOPR Act，2025 年 8 月；猶他州聊天機器人規範 — 本次未查證）把這個領域推向臨床工作者在迴路的路線，而這條路線剛開始具備防禦力
govtech__court_records_ai,法院紀錄與書記官 AI 自動化,國防、太空與政府,政府服務與政府科技,4.49,4,6,4,4,5,7,5,0.45,3,25,語音跨過可用門檻; 勞動力短缺,語音模型在 2024-25 年跨過法庭等級的多人語音辨識準確度門檻，時間點恰好碰上法庭記錄員人才管道崩塌（依 BLS／各州主管機關，部分州報考人數下滑達 85%）。
finetuning_specialization__agent_distillation_costcut,代理工作負載蒸餾以降低 token 成本,模型與運算,微調與模型特化,4.44,3,7,4,7,4,3,5,0.5,1.5,20,推論價格崩跌,DeepSeek V4 Flash 以每 Mtok $0.14/$0.28（2026 年 4 月，2026 年 5 月永久降價）讓近前沿的蒸餾目標便宜約 10-50 倍，時間點正好碰上代理密集型團隊回報 AI 成本暴增 
translation_communication__creator_dubbing_ops,創作者與中小媒體配音營運層,語音與通訊,翻譯與跨語言溝通,4.44,3,7,3,8,3,4,5,0.6,3,15,語音跨過可用門檻,YouTube 對所有創作者開放配音音軌上傳（2025 年 9 月），同時語音模型成本崩跌（Qwen3-TTS 於 2026 年 1 月開源），讓中型頻道逐支影片在地化的經濟效益得以成立
b2a_agent_economy__multiprotocol_agent_checkout,商家用多協定代理結帳閘道,AI 原生商業模式,B2A 與代理經濟,4.42,3,9,3,5,4,7,8,0.6,1.5,60,代理支付軌道成形,2025 年 10 月至 2026 年 4 月間有超過十種代理支付協定推出，彼此都不互通（Custena 協定調查，2026 年 4 月 21 日），同時 Amex ACE 於 2026 年 4 月 14 日推出，Ali
education__enrollment_advising_agents,大專院校的招生與學務輔導代理,垂直產業（建築與商業）,教育與培訓機構,4.39,5,5,4,4,5,6,4,0.45,8,40,,長期被預測的美國人口結構招生斷崖已在 2025-26 年開始衝擊，迫使仰賴學費的院校裁減人力，同時為每一位申請者競爭得更激烈——自動化成為求生支
agent_memory_context__personal_memory_portability,跨應用個人記憶與可攜性中介,AI 代理基礎設施,記憶與脈絡基礎設施,4.34,2,7,4,8,4,2,5,0.4,0.3,8,MCP 標準化,ChatGPT 與 Claude 都在 2025 年推出原生記憶，造成鎖定焦慮；Universal Memory Protocol（2026 年 6 月）與無狀態 MCP 又給了可攜性一個標準接點 — 但同樣這些平
drones_aerial__counter_uas_facilities,民用設施的反無人機偵測,機器人與實體 AI,無人機與空中自主,4.34,5,8,3,3,5,5,5,0.6,4.5,60,,2025-26 年歐洲機場無人機闖入事件與美國機場目擊通報增加，把反無人機從純國防推向民用設施預算；美國私人攔截權限仍待國會通過
tool_integration__enterprise_mcp_gateway,託管式企業 MCP 閘道,AI 代理基礎設施,工具整合與 MCP 生態,4.29,4,8,2,4,5,7,4,0.6,3,30,MCP 標準化,企業採用 MCP 在 2025-26 年進入主流（Salesforce 到 2026 年 5 月已轉送 4.5M 次 MCP 呼叫），但閘道這個品類 2025 年就已成形，既有業者（Kong、Cloudflare、IBM
drug_discovery__antibody_design_services,開源模型抗體／蛋白質設計服務,科學與生技,藥物探索與開發,4.29,5,7,3,4,4,6,4,0.6,5.1,60,,開放權重設計模型（Boltz、Chai-1/2 世代，2024-25）已把能力商品化，但服務型窗口已被募得資金的玩家大量佔據。
defense_ai__cuas_airspace_software,反無人機空域感知軟體,國防、太空與政府,國防與國安 AI,4.29,3,9,4,3,5,6,5,0.6,2.47,60,,2025-2026 年歐洲機場與軍事基地空域入侵事件激增，加上 NATO 佔 GDP 1.5% 的基礎設施／民防準備預算池，催生出機密管道之外的民用反無人機（C-UAS）預算。
clinical_documentation__vet_scribe,獸醫環境式智慧病歷與紀錄自動化,醫療與健康照護,病歷紀錄與智慧病歷,4.19,3,6,2,8,3,6,3,0.6,1.5,15,,由 2023 年代的 ASR+LLM 促成；到 2026 年，這個類別已有多家獲投玩家與免費方案價格戰——窗口大致已被消耗。
agent_reliability__core_llm_observability,通用型 LLM／代理可觀測性與評測平台,AI 代理基礎設施,代理可觀測性與可靠度,4.14,3,9,1,6,4,5,3,0.6,2,10,,由 2023 年世代的 LLM 追蹤需求催生；2026 年的訊號是整併（Datadog 綁售、Braintrust B 輪），也就是窗口大致已被吃掉。
fraud_identity__realtime_deepfake_call_defense,通話與會議的即時深偽防禦,資安、詐防與信任,詐騙、深偽與身分驗證,4.14,4,8,3,4,5,3,5,0.5,3.0,40,語音跨過可用門檻; 深偽與信任危機,企業級深偽攻擊已成常態（Gartner 引用資料指 62% 組織在 12 個月內遭攻擊；Pindrop 於 2026 年 3 月推出 Zoom Contact Center 偵測），但這個品類早在 2022-2024 年
defense_ai__isr_analysis_automation,ISR 影像與訊號分析自動化,國防、太空與政府,國防與國安 AI,4.14,5,8,2,2,6,7,3,0.55,6,150,,視覺語言模型約在 2023-2024 年讓多感測器分流變得做得出來，但這個窗口已被 Maven 等級的既有業者與一波已募資的新創公司填滿。
agriculture_food__agronomy_advisory_agents,農資通路的 AI 農藝師輔助工具,垂直產業（建築與商業）,農業與食品供應,4.14,4,5,4,5,4,6,3,0.5,3,15,,一般性農業建議聊天在 2023 世代 LLM 就已實現（FBN 的 Norm 於 2023 年 4 月基於 ChatGPT 上線），通用型空窗已被填滿；新出現的空白在於標示／混藥驗證等級的準確度，來自
gaming_3d__npc_director_runtime,持久 NPC 記憶與 AI 導演執行環境,創意與娛樂,遊戲與 3D 世界,4.12,2,7,5,5,6,5,5,0.5,0.5,60,,裝置端與小模型推論終於把每場次 NPC 成本與延遲壓進主機／手機的預算內（Artificial Agency 於 2026 年 3 月發布記憶／多人版本，並於 2026 年 4 月收購裝置端
retrieval_context_data__web_data_apis_agents,供 AI 代理使用的網頁資料與搜尋 API,資料、評測與 AI 品質,檢索增強與資料管線,4.04,3,8,2,6,4,4,4,0.7,1.6,15,,2024-2026 年代理造訪網頁的流量爆炸成長，但通用層已被佔走——剩下的切入點是專用索引（有明確時點：Firecrawl Developer Index，2026 年 8 月，展示了專業化的操作範本）。
drones_aerial__medical_industrial_delivery,醫療與工業無人機配送網路,機器人與實體 AI,無人機與空中自主,4.04,3,8,3,2,7,5,5,0.55,1.5,500,,Part 108 超視距法規定案（約 2026 年）將移除讓美國配送業務難以放大的豁免瓶頸
audio_music__creator_audio_post,Podcast 與創作者音訊自動後製,創意與娛樂,音樂與音訊,4.02,4,6,2,9,3,4,3,0.55,3.0,15,語音跨過可用門檻,核心能力隨 2023-24 年的語音模型就已具備，此後被 Adobe 與各錄製平台免費包進去；這個時間窗大致已被吃掉，價格正朝零崩落。
ai_soc__pentest_agents,自主滲透測試與持續紅隊演練,資安、詐防與信任,AI 資安維運,3.94,4,7,2,5,4,5,3,0.65,4,30,,2024-25 年的代理迴圈讓漏洞串連變得可行（XBOW 在 2025 年登上 HackerOne 榜首），但 2024 年以來已有 10 家 YC 滲透測試代理新創，顯示窗口大致已被吃掉；設限的資安模型（Anthrop
